10en,Module,Name,DemangledName,Type,RawType,Size,DefaultValues,Comment,IsReadOnly
0x628EA2,,_ZZN4CPad18GetAnaloguePadLeftEvE10oldfStickX,CPad::GetAnaloguePadLeft(void)::oldfStickX,,,1,,,0
0x628EA6,,_ZZN4CPad19GetAnaloguePadRightEvE10oldfStickX,CPad::GetAnaloguePadRight(void)::oldfStickX,,,1,,,0
0x628EAA,,_ZZN4CPad24GetAnaloguePadLeftJustUpEvE10oldfStickX,CPad::GetAnaloguePadLeftJustUp(void)::oldfStickX,,,1,,,0
0x628EAE,,_ZZN4CPad25GetAnaloguePadRightJustUpEvE10oldfStickX,CPad::GetAnaloguePadRightJustUp(void)::oldfStickX,,,1,,,0
0x628EB4,,_ZZ10LittleTestvE4Cunt,LittleTest(void)::Cunt,,,1,,,0
0x6299C0,,_ZL12gRadarTxdIds,gRadarTxdIds,int[],,4,,,0
0x629AC0,,CLinkList_CEntityInfo,CLinkList_CEntityInfo,,,1,,,0
0x62A308,CTimer,suspendPcTimer,suspendPcTimer,int,,4,,,0
0x62A310,,liFrameStartCounter,liFrameStartCounter,LARGE_INTEGER,,8,,,0
0x62A318,,PerformanceCount,PerformanceCount,LARGE_INTEGER,,8,,,0
0x62A320,CTimer,_ZL12suspendDepth,suspendDepth,int,,4,,,0
0x62A58C,,_ZL13gPObjectArray,gPObjectArray,,,1,,,0
0x62E030,,_ZL23vecPedCarDoorAnimOffset,vecPedCarDoorAnimOffset,,,1,,,0
0x62E03C,,_ZL25vecPedCarDoorLoAnimOffset,vecPedCarDoorLoAnimOffset,,,1,,,0
0x62E048,,_ZL27vecPedVanRearDoorAnimOffset,vecPedVanRearDoorAnimOffset,,,1,,,0
0x62E054,,_ZL25vecPedTrainDoorAnimOffset,vecPedTrainDoorAnimOffset,,,1,,,0
0x62E060,,_ZL29vecPedDraggedOutCarAnimOffset,vecPedDraggedOutCarAnimOffset,,,1,,,0
0x62E06C,,_ZL34vecPedQuickDraggedOutCarAnimOffset,vecPedQuickDraggedOutCarAnimOffset,,,1,,,0
0x62E090,,_ZL8gaRoutes,gaRoutes,__int16[],,2,,,0
0x62F238,,_ZZN8CCoronas6UpdateEvE11LastCamLook,CCoronas::Update(void)::LastCamLook,,,1,,,0
0x62F240,,_ZL11aScrollBars,aScrollBars,,,1,,,0
0x62F660,,_ZL12aTowerClocks,aTowerClocks,,,1,,,0
0x62F6B0,,_ZL14aDigitalClocks,aDigitalClocks,,,1,,,0
0x62F88C,,_ZL14gParticleArray,gParticleArray,CParticle[1000],,104000,,,0
0x648ECC,,_ZL11gpFlame1Tex,gpFlame1Tex,,,1,,,0
0x648ED0,,_ZL14gpFlame1Raster,gpFlame1Raster,,,1,,,0
0x648ED4,,_ZL11gpFlame5Tex,gpFlame5Tex,,,1,,,0
0x648ED8,,_ZL14gpFlame5Raster,gpFlame5Raster,,,1,,,0
0x648F4C,,_ZL10gpBloodTex,gpBloodTex,,,1,,,0
0x648F50,,_ZL13gpBloodRaster,gpBloodRaster,,,1,,,0
0x648F54,,_ZL15gpPointlightTex,gpPointlightTex,,,1,,,0
0x648FE0,,_ZL18gpRainDropSmallTex,gpRainDropSmallTex,,,1,,,0
0x648FE4,,_ZL21gpRainDropSmallRaster,gpRainDropSmallRaster,,,1,,,0
0x648FF8,,_ZL9gpLeafTex,gpLeafTex,,,1,,,0
0x648FFC,,_ZL12gpLeafRaster,gpLeafRaster,,,1,,,0
0x649000,,_ZL10gpGungeTex,gpGungeTex,,,1,,,0
0x649004,,_ZL13gpGungeRaster,gpGungeRaster,,,1,,,0
0x649038,,_ZL11gpCloudTex1,gpCloudTex1,,,1,,,0
0x64903C,,_ZL14gpCloudRaster1,gpCloudRaster1,,,1,,,0
0x649040,,_ZL11gpCloudTex4,gpCloudTex4,,,1,,,0
0x649044,,_ZL14gpCloudRaster4,gpCloudRaster4,,,1,,,0
0x649048,,_ZL15gpBloodSmallTex,gpBloodSmallTex,,,1,,,0
0x64904C,,_ZL18gpBloodSmallRaster,gpBloodSmallRaster,,,1,,,0
0x649050,,_ZL14gpBulletHitTex,gpBulletHitTex,,,1,,,0
0x649054,,_ZL17gpBulletHitRaster,gpBulletHitRaster,,,1,,,0
0x649058,,_ZL19gpCollisionSmokeTex,gpCollisionSmokeTex,,,1,,,0
0x64905C,,_ZL22gpCollisionSmokeRaster,gpCollisionSmokeRaster,,,1,,,0
0x6490A0,,_ZL13gpGunShellTex,gpGunShellTex,,,1,,,0
0x6490A4,,_ZL16gpGunShellRaster,gpGunShellRaster,,,1,,,0
0x6490A8,,_ZL12gpWakeOldTex,gpWakeOldTex,,,1,,,0
0x6490AC,,_ZL15gpWakeOldRaster,gpWakeOldRaster,,,1,,,0
0x649320,,_ZL17SkidmarkIndexList,SkidmarkIndexList,__int16[],,2,,,0
0x649974,,_ZL14StreakVertices,StreakVertices,,,1,,,0
0x649A14,,_ZZL12LookForBatCBP8RwObjectPvE6MatLTM,"LookForBatCB(RwObject *,void *)::MatLTM",,,1,,,0
0x649A74,,_ZZN21CSpecialParticleStuff23UpdateBoatFoamAnimationEP7CMatrixE16FrameInAnimation,CSpecialParticleStuff::UpdateBoatFoamAnimation(CMatrix *)::FrameInAnimation,,,1,,,0
0x649A80,,_ZL18nSpriteBufferIndex,nSpriteBufferIndex,,,1,,,0
0x649A84,,_ZL17SpriteBufferVerts,SpriteBufferVerts,,,1,,,0
0x64C4F8,,gpWhiteTexture,gpWhiteTexture,,,1,,,0
0x64C510,,_ZL19pMatFxIdentityFrame,pMatFxIdentityFrame,,,1,,,0
0x64C514,,_ZL11initialised,initialised,,,1,,,0
0x64C518,,_ZL20WaterCannonIndexList,WaterCannonIndexList,,,1,,,0
0x64C530,,_ZL19WaterCannonVertices,WaterCannonVertices,,,1,,,0
0x64C5C4,,_ZZN8CWeather7AddRainEvE17STATIC_RAIN_ANGLE,CWeather::AddRain(void)::STATIC_RAIN_ANGLE,,,1,,,0
0x64C5CC,,_ZZN8CWeather7AddRainEvE5count,CWeather::AddRain(void)::count,,,1,,,0
0x64C5D4,,_ZZN8CWeather7AddRainEvE9add_angle,CWeather::AddRain(void)::add_angle,,,1,,,0
0x64C5E8,,_ZL14streamPosition,streamPosition,,,1,,,0
0x64C5EC,,_ZL10gFrameList,gFrameList,,,1,,,0
0x64C5F4,,_ZL10gClumpInfo,gClumpInfo,,,1,,,0
0x64C608,,_ZL24NumExtraDirLightsInWorld,NumExtraDirLightsInWorld,,,1,,,0
0x64C610,,_ZL13gPluginOffset,gPluginOffset,,,1,,,0
0x64C624,,_ZZ14UnicodeToAsciiPtE4aStr,UnicodeToAscii(ushort *)::aStr,char[],,1,,,0
0x64CDEC,,_ZZN11CAutomobile15ProcessBuoyancyEvE18nGenerateRaindrops,CAutomobile::ProcessBuoyancy(void)::nGenerateRaindrops,,,1,,,0
0x64CDF4,,_ZZN11CAutomobile15ProcessBuoyancyEvE21nGenerateWaterCircles,CAutomobile::ProcessBuoyancy(void)::nGenerateWaterCircles,,,1,,,0
0x64CE54,,_ZZN11CAutomobile23RcbanditCheck1CarWheelsER8CPtrListE6matW2B,CAutomobile::RcbanditCheck1CarWheels(CPtrList &)::matW2B,,,1,,,0
0x64CEA0,,_ZL19KeepWaterOutIndices,KeepWaterOutIndices,,,1,,,0
0x64CEAC,,_ZL20KeepWaterOutVertices,KeepWaterOutVertices,,,1,,,0
0x64CF68,,_ZL24TimerForCamInterpolation,TimerForCamInterpolation,,,1,,,0
0x64CFB4,,_ZZN5CHeli11UpdateHelisEvE9nFrameGen,CHeli::UpdateHelis(void)::nFrameGen,,,1,,,0
0x64CFE8,,_ZL18CesnaMissionStatus,CesnaMissionStatus,,,1,,,0
0x64CFEC,,_ZL21CesnaMissionStartTime,CesnaMissionStartTime,,,1,,,0
0x64CFF0,,_ZL25DropOffCesnaMissionStatus,DropOffCesnaMissionStatus,,,1,,,0
0x64CFF4,,_ZL28DropOffCesnaMissionStartTime,DropOffCesnaMissionStartTime,,,1,,,0
0x64D05C,,_ZZN13cTransmission25CalculateGearForSimpleCarEfRhE10pGearRatio,"cTransmission::CalculateGearForSimpleCar(float,uchar &)::pGearRatio",,,1,,,0
0x64D070,,_ZL10gpWaterTex,gpWaterTex,,,1,,,0
0x64E208,,_ZL11gaExplosion,gaExplosion,int[],,4,,,0
0x64ED5C,,_ZL16gaProjectileInfo,gaProjectileInfo,char[],,1,,,0
0x65039B,,_ZZN7CWeapon14FireInstantHitEP7CEntityP7CVectorE7counter_0,"CWeapon::FireInstantHit(CEntity *,CVector *)::counter",,,1,,,0
0x6503BC,,_ZL10gCrossHair,gCrossHair,,,1,,,0
0x6503D8,,_ZL14gpCrossHairTex,gpCrossHairTex,,,1,,,0
0x6503DC,,_ZL17gpCrossHairRaster,gpCrossHairRaster,,,1,,,0
0x6503EC,,_ZL11aWeaponInfo,aWeaponInfo,int[],,4,,,0
0x6508A0,,_ZL13gPornNextTime,gPornNextTime,,,1,,,0
0x6508A4,,_ZL16gSawMillNextTime,gSawMillNextTime,,,1,,,0
0x6508A8,,_ZL13gShopNextTime,gShopNextTime,,,1,,,0
0x6508AC,,_ZL16gAirportNextTime,gAirportNextTime,,,1,,,0
0x6508B0,,_ZL15gCinemaNextTime,gCinemaNextTime,,,1,,,0
0x6508B4,,_ZL14gDocksNextTime,gDocksNextTime,,,1,,,0
0x6508B8,,_ZL13gHomeNextTime,gHomeNextTime,,,1,,,0
0x6508BC,,_ZL13gCellNextTime,gCellNextTime,,,1,,,0
0x6508C4,,_ZL21bPlayerJustEnteredCar,bPlayerJustEnteredCar,,,1,,,0
0x6508C5,,_ZZN13cAudioManager12ProcessCesnaER14cVehicleParamsE6nAccel,cAudioManager::ProcessCesna(cVehicleParams &)::nAccel,,,1,,,0
0x6508CF,,_ZZN13cAudioManager27ProcessPlayersVehicleEngineER14cVehicleParamsP11CAutomobileE18CurrentPretendGear,"cAudioManager::ProcessPlayersVehicleEngine(cVehicleParams &,CAutomobile *)::CurrentPretendGear",,,1,,,0
0x6508DD,,_ZZN13cAudioManager27ProcessPlayersVehicleEngineER14cVehicleParamsP11CAutomobileE19bAccelSampleStopped,"cAudioManager::ProcessPlayersVehicleEngine(cVehicleParams &,CAutomobile *)::bAccelSampleStopped",,,1,,,0
0x6508ED,,_ZL25gJumboVolOffsetPercentage,gJumboVolOffsetPercentage,,,1,,,0
0x6508F0,,_ZZN13cAudioManager16GetPlayerTalkSfxEtE7LastSfx,cAudioManager::GetPlayerTalkSfx(ushort)::LastSfx,,,1,,,0
0x6508F8,,_ZZN13cAudioManager13GetCopTalkSfxEtE7LastSfx,cAudioManager::GetCopTalkSfx(ushort)::LastSfx,,,1,,,0
0x650900,,_ZZN13cAudioManager14GetSwatTalkSfxEtE7LastSfx,cAudioManager::GetSwatTalkSfx(ushort)::LastSfx,,,1,,,0
0x650908,,_ZZN13cAudioManager13GetFBITalkSfxEtE7LastSfx,cAudioManager::GetFBITalkSfx(ushort)::LastSfx,,,1,,,0
0x650910,,_ZZN13cAudioManager14GetArmyTalkSfxEtE7LastSfx,cAudioManager::GetArmyTalkSfx(ushort)::LastSfx,,,1,,,0
0x650918,,_ZZN13cAudioManager15GetMedicTalkSfxEtE7LastSfx,cAudioManager::GetMedicTalkSfx(ushort)::LastSfx,,,1,,,0
0x650920,,_ZZN13cAudioManager25GetBusinessMaleOldTalkSfxEtE7LastSfx,cAudioManager::GetBusinessMaleOldTalkSfx(ushort)::LastSfx,,,1,,,0
0x650928,,_ZZN13cAudioManager27GetBusinessMaleYoungTalkSfxEtjE7LastSfx,"cAudioManager::GetBusinessMaleYoungTalkSfx(ushort,uint)::LastSfx",,,1,,,0
0x650930,,_ZZN13cAudioManager15GetMafiaTalkSfxEtE7LastSfx,cAudioManager::GetMafiaTalkSfx(ushort)::LastSfx,,,1,,,0
0x650938,,_ZZN13cAudioManager15GetTriadTalkSfxEtE7LastSfx,cAudioManager::GetTriadTalkSfx(ushort)::LastSfx,,,1,,,0
0x650940,,_ZZN13cAudioManager16GetDiabloTalkSfxEtE7LastSfx,cAudioManager::GetDiabloTalkSfx(ushort)::LastSfx,,,1,,,0
0x650948,,_ZZN13cAudioManager16GetYakuzaTalkSfxEtE7LastSfx,cAudioManager::GetYakuzaTalkSfx(ushort)::LastSfx,,,1,,,0
0x650950,,_ZZN13cAudioManager16GetYardieTalkSfxEtE7LastSfx,cAudioManager::GetYardieTalkSfx(ushort)::LastSfx,,,1,,,0
0x650958,,_ZZN13cAudioManager19GetColumbianTalkSfxEtE7LastSfx,cAudioManager::GetColumbianTalkSfx(ushort)::LastSfx,,,1,,,0
0x650960,,_ZZN13cAudioManager14GetHoodTalkSfxEtE7LastSfx,cAudioManager::GetHoodTalkSfx(ushort)::LastSfx,,,1,,,0
0x650968,,_ZZN13cAudioManager23GetBlackCriminalTalkSfxEtE7LastSfx,cAudioManager::GetBlackCriminalTalkSfx(ushort)::LastSfx,,,1,,,0
0x650970,,_ZZN13cAudioManager23GetWhiteCriminalTalkSfxEtE7LastSfx,cAudioManager::GetWhiteCriminalTalkSfx(ushort)::LastSfx,,,1,,,0
0x650978,,_ZZN13cAudioManager23GetCasualMaleOldTalkSfxEtE7LastSfx,cAudioManager::GetCasualMaleOldTalkSfx(ushort)::LastSfx,,,1,,,0
0x650980,,_ZZN13cAudioManager27GetBlackCasualFemaleTalkSfxEtE7LastSfx,cAudioManager::GetBlackCasualFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650988,,_ZZN13cAudioManager27GetWhiteCasualFemaleTalkSfxEtE7LastSfx,cAudioManager::GetWhiteCasualFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650990,,_ZZN13cAudioManager19GetFemaleNo3TalkSfxEtE7LastSfx,cAudioManager::GetFemaleNo3TalkSfx(ushort)::LastSfx,,,1,,,0
0x650998,,_ZZN13cAudioManager29GetWhiteBusinessFemaleTalkSfxEtjE7LastSfx,"cAudioManager::GetWhiteBusinessFemaleTalkSfx(ushort,uint)::LastSfx",,,1,,,0
0x6509A0,,_ZZN13cAudioManager24GetBlackFatFemaleTalkSfxEtE7LastSfx,cAudioManager::GetBlackFatFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509A8,,_ZZN13cAudioManager22GetWhiteFatMaleTalkSfxEtE7LastSfx,cAudioManager::GetWhiteFatMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509B0,,_ZZN13cAudioManager22GetBlackFatMaleTalkSfxEtE7LastSfx,cAudioManager::GetBlackFatMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509B8,,_ZZN13cAudioManager24GetWhiteFatFemaleTalkSfxEtE7LastSfx,cAudioManager::GetWhiteFatFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509C0,,_ZZN13cAudioManager31GetBlackFemaleProstituteTalkSfxEtE7LastSfx,cAudioManager::GetBlackFemaleProstituteTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509C8,,_ZZN13cAudioManager31GetWhiteFemaleProstituteTalkSfxEtE7LastSfx,cAudioManager::GetWhiteFemaleProstituteTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509D0,,_ZZN13cAudioManager26GetBlackProjectMaleTalkSfxEtjE7LastSfx,"cAudioManager::GetBlackProjectMaleTalkSfx(ushort,uint)::LastSfx",,,1,,,0
0x6509D8,,_ZZN13cAudioManager31GetBlackProjectFemaleOldTalkSfxEtE7LastSfx,cAudioManager::GetBlackProjectFemaleOldTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509E0,,_ZZN13cAudioManager33GetBlackProjectFemaleYoungTalkSfxEtE7LastSfx,cAudioManager::GetBlackProjectFemaleYoungTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509E8,,_ZZN13cAudioManager26GetChinatownMaleOldTalkSfxEtE7LastSfx,cAudioManager::GetChinatownMaleOldTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509F0,,_ZZN13cAudioManager28GetChinatownMaleYoungTalkSfxEtE7LastSfx,cAudioManager::GetChinatownMaleYoungTalkSfx(ushort)::LastSfx,,,1,,,0
0x6509F8,,_ZZN13cAudioManager28GetChinatownFemaleOldTalkSfxEtE7LastSfx,cAudioManager::GetChinatownFemaleOldTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A00,,_ZZN13cAudioManager30GetChinatownFemaleYoungTalkSfxEtE7LastSfx,cAudioManager::GetChinatownFemaleYoungTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A08,,_ZZN13cAudioManager25GetLittleItalyMaleTalkSfxEtE7LastSfx,cAudioManager::GetLittleItalyMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A10,,_ZZN13cAudioManager30GetLittleItalyFemaleOldTalkSfxEtE7LastSfx,cAudioManager::GetLittleItalyFemaleOldTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A18,,_ZZN13cAudioManager32GetLittleItalyFemaleYoungTalkSfxEtE7LastSfx,cAudioManager::GetLittleItalyFemaleYoungTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A20,,_ZZN13cAudioManager25GetWhiteDockerMaleTalkSfxEtE7LastSfx,cAudioManager::GetWhiteDockerMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A28,,_ZZN13cAudioManager25GetBlackDockerMaleTalkSfxEtE7LastSfx,cAudioManager::GetBlackDockerMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A30,,_ZZN13cAudioManager18GetScumMaleTalkSfxEtE7LastSfx,cAudioManager::GetScumMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A38,,_ZZN13cAudioManager20GetScumFemaleTalkSfxEtE7LastSfx,cAudioManager::GetScumFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A40,,_ZZN13cAudioManager25GetWhiteWorkerMaleTalkSfxEtE7LastSfx,cAudioManager::GetWhiteWorkerMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A48,,_ZZN13cAudioManager25GetBlackWorkerMaleTalkSfxEtE7LastSfx,cAudioManager::GetBlackWorkerMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A50,,_ZZN13cAudioManager29GetBlackBusinessFemaleTalkSfxEtE7LastSfx,cAudioManager::GetBlackBusinessFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A58,,_ZZN13cAudioManager24GetSupermodelMaleTalkSfxEtE7LastSfx,cAudioManager::GetSupermodelMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A60,,_ZZN13cAudioManager26GetSupermodelFemaleTalkSfxEtE7LastSfx,cAudioManager::GetSupermodelFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A68,,_ZZN13cAudioManager21GetStewardMaleTalkSfxEtE7LastSfx,cAudioManager::GetStewardMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A70,,_ZZN13cAudioManager23GetStewardFemaleTalkSfxEtE7LastSfx,cAudioManager::GetStewardFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A78,,_ZZN13cAudioManager17GetFanMaleTalkSfxEtjE7LastSfx,"cAudioManager::GetFanMaleTalkSfx(ushort,uint)::LastSfx",,,1,,,0
0x650A80,,_ZZN13cAudioManager19GetFanFemaleTalkSfxEtE7LastSfx,cAudioManager::GetFanFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A88,,_ZZN13cAudioManager22GetHospitalMaleTalkSfxEtE7LastSfx,cAudioManager::GetHospitalMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A90,,_ZZN13cAudioManager24GetHospitalFemaleTalkSfxEtE7LastSfx,cAudioManager::GetHospitalFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650A98,,_ZZN13cAudioManager33GetWhiteConstructionWorkerTalkSfxEtE7LastSfx,cAudioManager::GetWhiteConstructionWorkerTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AA0,,_ZZN13cAudioManager33GetBlackConstructionWorkerTalkSfxEtE7LastSfx,cAudioManager::GetBlackConstructionWorkerTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AA8,,_ZZN13cAudioManager23GetShopperFemaleTalkSfxEtjE7LastSfx,"cAudioManager::GetShopperFemaleTalkSfx(ushort,uint)::LastSfx",,,1,,,0
0x650AB0,,_ZZN13cAudioManager21GetStudentMaleTalkSfxEtE7LastSfx,cAudioManager::GetStudentMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AB8,,_ZZN13cAudioManager23GetStudentFemaleTalkSfxEtE7LastSfx,cAudioManager::GetStudentFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AC0,,_ZZN13cAudioManager19GetEightBallTalkSfxEtE7LastSfx,cAudioManager::GetEightBallTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AC8,,_ZZN13cAudioManager19GetSalvatoreTalkSfxEtE7LastSfx,cAudioManager::GetSalvatoreTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AD0,,_ZZN13cAudioManager15GetMistyTalkSfxEtE7LastSfx,cAudioManager::GetMistyTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AD8,,_ZZN13cAudioManager16GetBomberTalkSfxEtE7LastSfx,cAudioManager::GetBomberTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AE0,,_ZZN13cAudioManager23GetSecurityGuardTalkSfxEtE7LastSfx,cAudioManager::GetSecurityGuardTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AE8,,_ZZN13cAudioManager16GetChunkyTalkSfxEtE7LastSfx,cAudioManager::GetChunkyTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AF0,,_ZZN13cAudioManager25GetAsianTaxiDriverTalkSfxEtE7LastSfx,cAudioManager::GetAsianTaxiDriverTalkSfx(ushort)::LastSfx,,,1,,,0
0x650AF8,,_ZZN13cAudioManager14GetPimpTalkSfxEtE7LastSfx,cAudioManager::GetPimpTalkSfx(ushort)::LastSfx,,,1,,,0
0x650B00,,_ZZN13cAudioManager20GetNormalMaleTalkSfxEtE7LastSfx,cAudioManager::GetNormalMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650B08,,_ZZN13cAudioManager21GetGenericMaleTalkSfxEtE7LastSfx,cAudioManager::GetGenericMaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650B10,,_ZZN13cAudioManager23GetGenericFemaleTalkSfxEtE7LastSfx,cAudioManager::GetGenericFemaleTalkSfx(ushort)::LastSfx,,,1,,,0
0x650B17,,_ZZN13cAudioManager26ProcessAirportScriptObjectEhE6iSound,cAudioManager::ProcessAirportScriptObject(uchar)::iSound,,,1,,,0
0x650B19,,_ZZN13cAudioManager25ProcessCinemaScriptObjectEhE6iSound,cAudioManager::ProcessCinemaScriptObject(uchar)::iSound,,,1,,,0
0x650B1B,,_ZZN13cAudioManager24ProcessDocksScriptObjectEhE6iSound,cAudioManager::ProcessDocksScriptObject(uchar)::iSound,,,1,,,0
0x650B1D,,_ZZN13cAudioManager23ProcessHomeScriptObjectEhE6iSound,cAudioManager::ProcessHomeScriptObject(uchar)::iSound,,,1,,,0
0x650B1F,,_ZZN13cAudioManager36ProcessPoliceCellBeatingScriptObjectEhE6iSound,cAudioManager::ProcessPoliceCellBeatingScriptObject(uchar)::iSound,,,1,,,0
0x650B38,,_ZZN13cAudioManager28IsMissionAudioSampleFinishedEvE13cPretendFrame,cAudioManager::IsMissionAudioSampleFinished(void)::cPretendFrame,,,1,,,0
0x650B3D,,_ZZN13cAudioManager19ProcessMissionAudioEvE18nCheckPlayingDelay,cAudioManager::ProcessMissionAudio(void)::nCheckPlayingDelay,,,1,,,0
0x650B54,,_ZZN13cAudioManager18RandomDisplacementEjE4bPos,cAudioManager::RandomDisplacement(uint)::bPos,,,1,,,0
0x650B58,,_ZZN13cAudioManager18RandomDisplacementEjE10Adjustment,cAudioManager::RandomDisplacement(uint)::Adjustment,,,1,,,0
0x650B7C,,_ZL11bHasStarted,bHasStarted,,,1,,,0
0x650B80,,_ZL17gNumRetunePresses,gNumRetunePresses,,,1,,,0
0x650B84,,_ZL14gRetuneCounter,gRetuneCounter,,,1,,,0
0x650B88,,_ZZN13cMusicManager15ServiceGameModeEvE25nFramesSinceCutsceneEnded,cMusicManager::ServiceGameMode(void)::nFramesSinceCutsceneEnded,,,1,,,0
0x650B99,,_ZZN13cMusicManager19ServiceAnnouncementEvE6cCheck,cMusicManager::ServiceAnnouncement(void)::cCheck,,,1,,,0
0x650BA8,,_ZZN13cAudioManager18ServicePoliceRadioEvE9nLastSeen,cAudioManager::ServicePoliceRadio(void)::nLastSeen,,,1,,,0
0x650BB1,,_ZZN13cAudioManager25ServicePoliceRadioChannelEhE34bMissionAudioPhysicalPlayingStatus,cAudioManager::ServicePoliceRadioChannel(uchar)::bMissionAudioPhysicalPlayingStatus,,,1,,,0
0x650BB4,,_ZZN13cAudioManager25ServicePoliceRadioChannelEhE17PoliceChannelFreq,cAudioManager::ServicePoliceRadioChannel(uchar)::PoliceChannelFreq,,,1,,,0
0x6510C8,,gdwAdapter,gdwAdapter,,,1,,,0
0x6510D8,,Data,Data,BYTE,,1,,,0
0x6511E4,,dwMainVar,dwMainVar,,,1,,,0
0x6511E8,,bMainVarInit,bMainVarInit,,,1,,,0
0x651278,,_ZZN24CControllerConfigManager32GetControllerSettingTextKeyBoardE18e_ControllerAction15eControllerTypeE19NewStringWithNumber,"CControllerConfigManager::GetControllerSettingTextKeyBoard(e_ControllerAction,eControllerType)::NewStringWithNumber",,,1,,,0
0x6512B4,,_ZZN24CControllerConfigManager32GetControllerSettingTextJoystickE18e_ControllerActionE19NewStringWithNumber,CControllerConfigManager::GetControllerSettingTextJoystick(e_ControllerAction)::NewStringWithNumber,,,1,,,0
0x653AF0,,_ZL14streamPosition_0,streamPosition,,,1,,,0
0x653B0C,,_ZZN7CReplay7DisplayEvE9TimeCount,CReplay::Display(void)::TimeCount,,,1,,,0
0x660FF0,,VideoMemoryRastersFreeList,VideoMemoryRastersFreeList,,,1,,,0
0x660FF8,,_ZL13gpPlayerClump,gpPlayerClump,,,1,,,0
0x660FFC,,_ZL7gOldFov,gOldFov,float,,4,,,0
0x661008,,_ZZN11CPlayerSkin22RenderFrontendSkinEditEvE9LastFlash,CPlayerSkin::RenderFrontendSkinEdit(void)::LastFlash,,,1,,,0
0x661010,,lastSeenExtraData,lastSeenExtraData,,,1,,,0
0x661014,,lastSeenRightsPluginId,lastSeenRightsPluginId,,,1,,,0
0x661018,,clumpModule,clumpModule,,,1,,,0
0x661020,,_rpClumpCameraExtOffset,_rpClumpCameraExtOffset,,,1,,,0
0x661024,,_rpClumpLightExtOffset,_rpClumpLightExtOffset,,,1,,,0
0x6610D0,,staticGlobals,staticGlobals,,,1,,,0
0x661224,,engineInstancesOpened,engineInstancesOpened,,,1,,,0
0x661228,,RwEngineInstance,RwEngineInstance,_DWORD,,4,,,0
0x66122C,,frameModule,frameModule,,,1,,,0
0x661234,,matrixModule,matrixModule,,,1,,,0
0x661544,,vectorModule,vectorModule,,,1,,,0
0x66154C,,streamModule,streamModule,,,1,,,0
0x661554,,cameraModule,cameraModule,,,1,,,0
0x6615A8,,textureModule,textureModule,,,1,,,0
0x6615B8,,imageModule,imageModule,,,1,,,0
0x6615C8,,rasterModule,rasterModule,,,1,,,0
0x6615D0,,materialModule,materialModule,,,1,,,0
0x6615E4,,worldModule,worldModule,,,1,,,0
0x6615F4,,cameraExtOffset,cameraExtOffset,,,1,,,0
0x6615F8,,atomicExtOffset,atomicExtOffset,,,1,,,0
0x6615FC,,dwWorldObjClumpExtOffset,dwWorldObjClumpExtOffset,,,1,,,0
0x661600,,lightExtOffset,lightExtOffset,,,1,,,0
