10en,steam,NameComment
0x650AE0,0x660AE8,cAudioManager::GetSecurityGuardTalkSfx(ushort)::LastSfx
0x650AE8,0x660AF0,cAudioManager::GetChunkyTalkSfx(ushort)::LastSfx
0x650AF0,0x660AF8,cAudioManager::GetAsianTaxiDriverTalkSfx(ushort)::LastSfx
0x650AF8,0x660B00,cAudioManager::GetPimpTalkSfx(ushort)::LastSfx
0x650B00,0x660B08,cAudioManager::GetNormalMaleTalkSfx(ushort)::LastSfx
0x650B08,0x660B10,cAudioManager::GetGenericMaleTalkSfx(ushort)::LastSfx
0x650B10,0x660B18,cAudioManager::GetGenericFemaleTalkSfx(ushort)::LastSfx
0x650B17,0x660B1F,cAudioManager::ProcessAirportScriptObject(uchar)::iSound
0x650B19,0x660B21,cAudioManager::ProcessCinemaScriptObject(uchar)::iSound
0x650B1B,0x660B23,cAudioManager::ProcessDocksScriptObject(uchar)::iSound
0x650B1D,0x660B25,cAudioManager::ProcessHomeScriptObject(uchar)::iSound
0x650B1F,0x660B27,cAudioManager::ProcessPoliceCellBeatingScriptObject(uchar)::iSound
0x650B38,0x660B40,cAudioManager::IsMissionAudioSampleFinished(void)::cPretendFrame
0x650B3D,0x660B45,cAudioManager::ProcessMissionAudio(void)::nCheckPlayingDelay
0x650B54,0x660B5C,cAudioManager::RandomDisplacement(uint)::bPos
0x650B58,0x660B60,cAudioManager::RandomDisplacement(uint)::Adjustment
0x650B7C,0x660B84,bHasStarted
0x650B80,0x660B88,gNumRetunePresses
0x650B84,0x660B8C,gRetuneCounter
0x650B88,0x660B90,cMusicManager::ServiceGameMode(void)::nFramesSinceCutsceneEnded
0x650B99,0x660BA1,cMusicManager::ServiceAnnouncement(void)::cCheck
0x650BA8,0x660BB0,cAudioManager::ServicePoliceRadio(void)::nLastSeen
0x650BB1,0x660BB9,cAudioManager::ServicePoliceRadioChannel(uchar)::bMissionAudioPhysicalPlayingStatus
0x650BB4,0x660BBC,cAudioManager::ServicePoliceRadioChannel(uchar)::PoliceChannelFreq
0x6510C8,0x6610D0,gdwAdapter
0x6510D8,0x6610E0,Data
0x6511E4,0x6611EC,dwMainVar
0x6511E8,0x6611F0,bMainVarInit
0x651278,0x661280,"CControllerConfigManager::GetControllerSettingTextKeyBoard(e_ControllerAction,eControllerType)::NewStringWithNumber"
0x6512B4,0x6612BC,CControllerConfigManager::GetControllerSettingTextJoystick(e_ControllerAction)::NewStringWithNumber
0x653AF0,0x663AF8,streamPosition
0x653B0C,0x663B14,CReplay::Display(void)::TimeCount
0x660FF0,0x671010,VideoMemoryRastersFreeList
0x660FF8,0x670F80,gpPlayerClump
0x660FFC,0x670F84,gOldFov
0x661008,0x670F90,CPlayerSkin::RenderFrontendSkinEdit(void)::LastFlash
0x661010,0x671024,lastSeenExtraData
0x661014,0x671020,lastSeenRightsPluginId
0x661018,0,clumpModule
0x661020,0,_rpClumpCameraExtOffset
0x661024,0,_rpClumpLightExtOffset
0x6610D0,0,staticGlobals
0x661224,0,engineInstancesOpened
0x661228,0,RwEngineInstance
0x66122C,0,frameModule
0x661234,0,matrixModule
0x661544,0,vectorModule
0x66154C,0,streamModule
0x661554,0,cameraModule
0x6615A8,0,textureModule
0x6615B8,0,imageModule
0x6615C8,0,rasterModule
0x6615D0,0,materialModule
0x6615E4,0,worldModule
0x6615F4,0,cameraExtOffset
0x6615F8,0,atomicExtOffset
0x6615FC,0,dwWorldObjClumpExtOffset
0x661600,0,lightExtOffset
0x66188C,0,MatFXMaterialDataOffset
0x66189C,0,MatFXAtomicDataOffset
0x6618A0,0,MatFXWorldSectorDataOffset
0x662E90,0,NumRenderStateChanges
0x662EA0,0,_RwD3D8CurrentModeIndex
0x662EA8,0,LastMaterial
0x662EEC,0x673430,hWnd
0x662EF0,0,_RwD3DDevice
0x662EF4,0,_RwD3D8DepthStencilSurface
0x662EFC,0,_RwDirect3DObject
0x662F00,0,NeedToCopyFromBackBuffer
0x662F04,0,SystemStarted
0x662F0C,0,NumDisplayModes
0x662F18,0,DisplayModes
0x662F1C,0,LastVertexBufferStride
0x662F20,0,LastWorldMatrixUsedIdentity
0x662F28,0,LastMatrixUsed
0x663338,0,MatrixFreeList
0x66333C,0,MaxNumLights
0x663340,0,LightsCache
0x663344,0,DynamicVertexBufferList
0x663348,0,DynamicVertexBufferFreeList
0x66334C,0,CurrentDynamicVertexBufferManager
0x663350,0,OffSetDynamicVertexBufferManager
0x663360,0,SizeDynamicVertexBufferManager
0x663370,0,DynamicVertexBufferManager
0x663380,0,VertexShaderList
0x663384,0,PixelShaderList
0x66338C,0,_rwD3D8CPUSupportsSSE
0x663390,0,lightModule
0x6633E4,0,CurrentVertexBuffer
0x6636F8,0,RxPipelineInstanced
0x6636FC,0,_rxHeapGlobal
0x663700,0,toolkitRegEntries
0x663704,0,toolkitNonFLRegList
0x663708,0,numRegToolkits
0x66370C,0,errorModule
0x663C68,0,MeshStatic
0x663C90,0,dwAtomicSkinPluginOffset
0x663C94,0,dwGeometrySkinPluginOffset
0x663CAC,0,_rpSkinGlobals
0x663CC8,0,openglMatFXAtomicPipeline
0x663CCC,0,MatFXWorldSectorPipe
0x663CD0,0,BumpMapPixelShader
0x663CD4,0,EnvMapPixelShader
0x663CD8,0,EnvMapNoBaseTexturePixelShader
0x663CDC,0,BumpEnvMapPixelShader
0x663CE0,0,VideoCardSupportsMultitexture
0x663CE4,0,VideoCardSupportsMultiplyAdd
0x663CE8,0,VideoCardSupportsModulate2X
0x663CEC,0,VideoCardSupportsDiffuseInStage0
0x663CF0,0,VideoCardMaxTextureBlendStages
0x663CF4,0,gMemoryLimits
0x663D30,0,CurrentBaseIndex3D
0x663D34,0,CurrentVertexBuffer3D
0x663D38,0,IB3DOffset
0x663D3C,0,IndexBuffer3D
0x663D48,0,PointLight
0x663DB0,0,DirectionalLight
0x663E18,0,D3D8LightOffset
0x663E1C,0,VideoCardMaxActiveLights
0x663E20,0,LightIndexFree
0x663E24,0,NumLightIndexFree
0x663E28,0,MaxLightIndexFree
0x663E2C,0,LightsToEnable
0x663E30,0,NumLightsToEnable
0x663E34,0,MaxLightsToEnable
0x663E38,0,LightsToDisable
0x663E3C,0,NumLightsToDisable
0x663E40,0,MaxLightsToDisable
0x663E48,0,FvfFreeList
0x663E4C,0,FreeVBFreeList
0x663E50,0,CreatedVBFreeList
0x663EC0,0x674000,CTheZones::MapZoneArray
0x664480,0x6745C0,CHud::m_HelpMessageToPrint
0x6652E8,0x675428,CWaterLevel::apGeomArray
0x665488,0x6755C8,CWaterLevel::ms_aWaterZs
0x665548,0x675688,CTimeCycle::m_VectorToSun
0x665608,0x675748,CWorld::ms_aSectors
0x6C7090,0x6D71D0,CStreaming::ms_aInfoForModel
0x6E60A0,0x6F61E0,CStreaming::ms_imageOffsets
0x6E60D0,0x6F6210,CPad::NewKeyState
0x6E69C0,0x6F6B00,meshModule
0x6E7FA8,0x6F80E8,CMovingThings::aMovingThings
0x6E8F28,0x6F9068,CHud::m_LastHelpMessage
0x6E9128,0x6F9268,CStats::FastestTimes
0x6E9168,0x6F92A8,CSprite2d::maVertices
0x6E9248,0x6F9388,CPopulation::ms_pPedGroups
0x6E9920,0x6F9A60,CRenderer::ms_aVisibleEntityPtrs
0x6ED460,0x6FD5A0,ScriptParams
0x6ED4E0,0x6FD620,CFileLoader::ms_line
0x6ED5E0,0x6FD720,CRadar::ms_RadarTrace
0x6EDBE0,0x6FDD20,CDarkel::RegisteredKills
0x6EDF7C,0x6FE0BC,CGangs::Gang
0x6EE040,0x6FE180,vertexbufferA
0x6EE270,0x6FE3B0,CriticalSection
0x6EE450,0x6FE590,CTheScripts::UpsideDownCars
0x6EE480,0x6FE5C0,CGlass::aGlassPanes
0x6EF830,0x6FF970,gaEvent
0x6F01A0,0x7002E0,stAnimBlocks
0x6F0360,0x7004A0,Pads
0x6F0738,0x700878,gpRubbishTexture
0x6F0748,0x700888,CTimeCycle::m_fShadowDisplacementX
0x6F0788,0x7008C8,CTimeCycle::m_fShadowDisplacementY
0x6F07C8,0x700908,SlotFileName
0x6F1D08,0x701E48,dgGGlobals
0x6F1D10,0x701E50,AmbientLightColourForFrame_PedsCarsAndObjects
0x6F1E60,0x701FA0,CPad::PCTempMouseControllerState
0x6F1E63,0x701FA3,bCurMouseWheelUp
0x6F1E64,0x701FA4,bCurMouseWheelDown
0x6F1E68,0x701FA8,fCurMousePosX
0x6F1E6C,0x701FAC,fCurMousePosY
0x6F1E70,0x701FB0,CPad::OldKeyState
0x6F20E0,0x702220,mod_ParticleSystemManager
0x6F4500,0x704640,CSprite2d::mCurrentSprite
0x6F46A8,0x7047E8,CRecordDataForChase::pChaseCars
0x6F46F8,0x704838,AmbientLightColourForFrame
0x6F4708,0x704848,CObjectData::ms_aObjectInfo
0x6FA108,0x70A248,CModelInfo::ms_clumpModelStore
0x6FA4E0,0x70A620,CCranes::aCranes
0x6FA8E0,0x70AA20,CGlass::apEntitiesToBeRendered
0x6FAB60,0x70ACA0,CWorld::ms_bigBuildingsList
0x6FAB70,0x70ACB0,BankStartOffset
0x6FACF8,0x70AE38,TheCamera
0x6FAD0C,0x70AE4C,x
0x6FAD10,0x70AE50,y
0x6FAD2C,0x70AE6C,fCamPosX
0x6FAD6A,0x70AEAA,buffer
0x709C58,0x719D98,CCutsceneMgr::ms_cutsceneAssociations
0x709C60,0x719DA0,CCullZones::aAttributeZones
0x70BBE0,0x71BD20,CReferences::aRefs
0x70D828,0x71D968,CStats::LastMissionPassedName
0x70D830,0x71D970,apCarsToKeep
0x70D990,0x71DAD0,version_name
0x70D9D0,0x71DB10,CCutsceneMgr::ms_cutsceneName
0x70EA18,0x71EB58,CRecordDataForChase::pBaseMemForCar
0x70EA74,0x71EBB4,CTheScripts::IntroTextLines
0x70F290,0x71F3D0,OS_Version
0x70F430,0x71F570,CAnimManager::ms_aAnimations
0x711B40,0x721C80,gString
0x711C40,0x721D80,CVehicleModelInfo::ms_colourTextureTable
0x713C08,0x723D48,CMessages::PreviousBriefs
0x713CA8,0x723DE8,CFileMgr::ms_dirName
0x713D28,0x723E68,CSceneEdit::Movie
0x7143F8,0x724538,_rwIm3DModule
0x714400,0x724540,CTheZones::ZoneInfoArray
0x715C28,0x725D68,work_buff
0x726768,0x7368A8,Scene
0x72676C,0x7368AC,pRwCamera
0x7268F0,0x736A30,CMoneyMessages::aMoneyMessages
0x726CB0,0x736DF0,CTempColModels::ms_colModelPed1
0x726D08,0x736E48,CTempColModels::ms_colModelPed2
0x726D60,0x736EA0,CWaterLevel::aWaterBlockList
0x727D62,0x737EA2,CTheScripts::ScriptSphereArray
0x727FE0,0x738120,CTempColModels::ms_colModelBBox
0x728060,0x7381A0,mod_HandlingManager
0x72B3A8,0x73B4E8,CRoadBlocks::RoadBlockObject
0x72B858,0x73B998,SlotSaveDate
0x72BCB8,0x73BDF8,CompileDateAndTime
0x72BCD0,0x73BE10,CGarages::aGarages
0x72CE50,0x73CF90,CTimeCycle::m_fShadowFrontY
0x72CE90,0x73CFD0,CTimeCycle::m_fShadowFrontX
0x72CED0,0x73D010,BufferDataToBeSaved
0x72CF5C,0x73D09C,CHeli::pHelis
0x72CF7C,0x73D0BC,stDxInput_pDxInputDevice8
0x72D109,0x73D249,CTheScripts::IntroRectangles
0x72D408,0x73D548,C3dMarkers::m_aMarkerArray
0x72E308,0x73E448,DirectionalLightColour
0x72E318,0x73E458,CHud::m_Message
0x732A18,0x742B58,resourcesModule
0x732A20,0x742B60,gPhoneInfo
0x733810,0x743950,CRoadBlocks::InOrOut
0x7341E0,0x744320,cSampleManager
0x74B018,0x75B158,gUString
0x74B248,0x75B388,CTheScripts::ScriptSpace
0x773260,0x7833A0,CWaterLevel::ms_aWaterRects
0x773560,0x7836A0,CStreaming::ms_vehiclesLoaded
0x773628,0x783768,CMessages::BIGMessages
0x773A48,0x783B88,CGame::aDatFile
0x774BE8,0x784D28,CSprite2d::mBankStart
0x774DE8,0x784F28,CPad::TempKeyState
0x775058,0x785198,CWaterLevel::aWaterFineBlockList
0x83D408,0x84D548,CModelInfo::ms_modelInfoPtrs
0x8429F8,0x852B38,CSprite2d::maBankVertices
0x846288,0x8563C8,TempBufferRenderIndexList
0x8472A0,0x8573E0,CPad::OldMouseControllerState
0x8472A3,0x8573E3,bOldMouseWheelUp
0x8472A4,0x8573E4,bOldMouseWheelDown
0x8472A8,0x8573E8,fOldMousePosX
0x8472AC,0x8573EC,fOldMousePosY
0x847330,0x857420,CCullZones::aIndices
0x8620E0,0x8721D0,CBoat::apFrameWakeGeneratingBoats
0x8620F0,0x8721E0,CTheScripts::InvisibilitySettingArray
0x862170,0x872260,CCutsceneMgr::ms_pCutsceneObjects
0x862238,0x872328,CUserDisplay::OnscnTimer
0x8622B0,0x8723A0,CStats::HighestScores
0x8622F0,0x8723E0,CTheScripts::OnAMissionForContactFlag
0x862330,0x872420,TempBufferRenderVertices
0x864750,0x874840,CCullZones::aZones
0x86B0F8,0x87B1E8,AmbientLightColour
0x86B888,0x87B978,CHud::m_HelpMessage
0x86BE88,0x87BF78,CTempColModels::ms_colModelBumper1
0x86BEE0,0x87BFD0,CTheZones::ZoneArray
0x86C9D0,0x87CAC0,CCullZones::aPointersToBigBuildingsForBuildings
0x8786E0,0x8887D0,CMessages::BriefMessages
0x878840,0x888930,CHud::m_PagerMessage
0x878A40,0x888B30,format
0x878C40,0x888D30,CTempColModels::ms_colModelWheel1
0x878C98,0x888D88,CPickups::aPickUps
0x87BDD8,0x88BEC8,CTempColModels::ms_colModelPanel1
0x87BE30,0x88BF20,CTempColModels::ms_colModelBodyPart2
0x87BE88,0x88BF78,CTempColModels::ms_colModelBodyPart1
0x87BEF0,0x88BFE0,LightStrengths
0x87C588,0x88C678,CTheScripts::StuckCars
0x87C648,0x88C738,alChannel
0x87C6B8,0x88C7A8,DirectionalLightColourForFrame
0x87C6C8,0x88C7B8,CTimeCycle::m_fShadowSideY
0x87C708,0x88C7F8,CTimeCycle::m_fShadowSideX
0x87C748,0x88C838,CProjectileInfo::ms_apProjectile
0x87C960,0x88CA50,CTempColModels::ms_colModelCutObj
0x87CB18,0x88CC08,CTheCarGenerators::CarGeneratorArray
0x87F818,0x88F908,CStreaming::ms_pStreamingBuffer
0x87F9A8,0x88FA98,aCarsToKeepTime
0x87FD10,0x88FE00,gAccidentManager
0x87FEF0,0x88FFE0,nStreamLength
0x880200,0x8902F0,CTheScripts::BaseBriefIdForContact
0x880480,0x890570,CTempColModels::ms_colModelPedGroundHit
0x8804D8,0x8905C8,CReplay::BufferStatus
0x880670,0x890760,CTempColModels::ms_colModelBoot1
0x880850,0x890940,CTempColModels::ms_colModelDoor1
0x8808A8,0x890998,CTempColModels::ms_colModelBonnet1
0x8809F0,0x890AE0,CPad::NewMouseControllerState
0x8809F3,0x890AE3,bMouseWheelUp
0x8809F4,0x890AE4,bMouseWheelDown
0x8809F8,0x890AE8,fMousePosX
0x8809FC,0x890AEC,fMousePosY
0x880A00,0x890AF0,CMotionBlurStreaks::aStreaks
0x880B50,0x890C40,CRenderer::ms_aInVisibleEntityPtrs
0x880DA8,0x890E98,CCullZones::CurrentWantedLevelDrop_Player
0x880DB8,0x890EA8,CStreaming::ms_channelError
0x880DF8,0x890EE8,CStats::PedsKilledOfThisType
0x880E1C,0x890F0C,CHud::m_HelpMessageState
0x880E24,0x890F14,CStats::TimeTakenDefuseMission
0x880E28,0x890F18,CPools::ms_pObjectPool
0x880E2C,0x890F1C,CStreaming::ms_lastImageRead
0x880F5C,0x89104C,CCarCtrl::LastTimeFireTruckCreated
0x880F64,0x891054,CSceneEdit::pActors
0x880F78,0x891068,pNastyClump
0x880F7C,0x89106C,pDirect
0x880F84,0x891074,CReplay::FramesActiveLookAroundCam
0x880F88,0x891078,CRecordDataForChase::TimeMultiplier
0x880F8C,0x89107C,CStreaming::ms_memoryAvailable
0x880F90,0x891080,CReplay::WorldPtrList
0x880FA4,0x891094,CHud::m_HelpMessageTimer
0x880FA8,0x891098,CStats::Record4x4Three
0x880FAC,0x89109C,CReplay::pReferences
0x880FB4,0x8910A4,ppv
0x880FB8,0x8910A8,CTimeCycle::m_FogReduction
0x880FC0,0x8910B0,AudioManager
0x880FDC,0x8910CC,SampleManager
0x885AD8,0x895BC8,pPath4Nodes
0x885AF0,0x895BE0,CPopulation::ms_nTotalGangPeds
0x885AF4,0x895BE4,CWeather::Foggyness
0x885AF8,0x895BE8,CAnimManager::ms_numAnimBlocks
0x885AFC,0x895BEC,CPopulation::ms_nNumCop
0x885B00,0x895BF0,CDarkel::PreviousTime
0x885B04,0x895BF4,gpSkidBloodTex
0x885B24,0x895C14,CRadar::CatSprite
0x885B28,0x895C18,CVisibilityPlugins::ms_vehicleLod0Dist
0x885B2C,0x895C1C,CStats::TotalProgressInGame
0x885B30,0x895C20,CVisibilityPlugins::ms_vehicleLod1Dist
0x885B34,0x895C24,CDarkel::ModelToKill4
0x885B3C,0x895C2C,CDarkel::ModelToKill3
0x885B40,0x895C30,CDarkel::ModelToKill2
0x885B48,0x895C38,CTimer::m_snTimeInMilliseconds
0x885B4C,0x895C3C,CWeather::Stored_Rain
0x885B58,0x895C48,CRadar::TonySprite
0x885B5C,0x895C4C,CGlass::NumGlassEntities
0x885B6C,0x895C5C,pAmbient
0x885B70,0x895C60,CStats::Record4x4Mayhem
0x885B74,0x895C64,CStats::NumberOfUniqueJumpsFound
0x885B78,0x895C68,pPath3Nodes
0x885B7C,0x895C6C,CRubbish::RubbishVisibility
0x885B80,0x895C70,CRenderer::m_pFirstPersonVehicle
0x885B8C,0x895C7C,pPath2Nodes
0x885B90,0x895C80,CPad::KeyBoardCheatString
0x885BA4,0x895C94,CRecordDataForGame::FId
0x885BAC,0x895C9C,CDarkel::TimeLimit
0x885BB0,0x895CA0,CCarCtrl::NumAmbulancesOnDuty
0x885BB4,0x895CA4,CModelInfo::ms_simpleModelStore
0x8E2818,0x8F2908,CWeather::CloudCoverage
0x8E2820,0x8F2910,CStats::TotalNumberMissions
0x8E2824,0x8F2914,DetachedNodesCars
0x8E2828,0x8F2918,gMinTimeToNextReport
0x8E2878,0x8F2968,startupDeactivate
0x8E287C,0x8F296C,CStats::NumberKillFrenziesPassed
0x8E2884,0x8F2974,CStats::TotalNumberKillFrenzies
0x8E2888,0x8F2978,C3dMarkers::m_pRpClumpArray
0x8E28A0,0x8F2990,DetachedNodesPeds
0x8E28AC,0x8F299C,CCranes::NumCranes
0x8E28B0,0x8F29A0,RenderBuffer::IndicesToBeStored
0x8E28BC,0x8F29AC,CBridge::pWeight
0x8E29C4,0x8F2AB4,CReplay::pWorld1
0x8E29C8,0x8F2AB8,CDarkel::AmmoInterruptedWeapon
0x8E29D0,0x8F2AC0,CCullZones::NumAttributeZones
0x8E29D4,0x8F2AC4,CSurfaceTable::ms_aAdhesiveLimitTable
0x8E2A38,0x8F2B28,pDropOffCesna
0x8E2A3C,0x8F2B2C,pClassArrayListFirst
0x8E2A40,0x8F2B30,gpSkidTex
0x8E2A60,0x8F2B50,CTimeCycle::m_nCurrentFogColourGreen
0x8E2A64,0x8F2B54,CStats::HelisDestroyed
0x8E2A68,0x8F2B58,CStats::IndustrialPassed
0x8E2A6C,0x8F2C60,CStats::ElBurroTime
0x8E2A7C,0x8F2C70,CRadar::RaySprite
0x8E2A84,0x8F2C78,CVisibilityPlugins::ms_bigVehicleLod0Dist
0x8E2A8C,0x8F2C80,CVisibilityPlugins::ms_bigVehicleLod1Dist
0x8E2A90,0x8F2C84,gpShadowHeliTex
0x8E2AB0,0x8F2CA4,_RwD3D8DeviceCaps
0x8E2B84,0x8F2D78,CModelInfo::ms_mloInstanceStore
0x8E2BDC,0x8F2DD0,CStats::TimesDied
0x8E2BE0,0x8F2DD4,CheckSum
0x8E2BE4,0x8F2DD8,TempBufferVerticesStoredReflection
0x8E2BEC,0x8F2DE0,CStats::TimesArrested
0x8E2BF4,0x8F2DE8,CTheScripts::pActiveScripts
0x8E2BF8,0x8F2DEC,CWeather::Wind
0x8E2BFC,0x8F2DF0,CWeather::Rain
0x8E2C0C,0x8F2E00,CWeather::LightningFlashLastChange
0x8E2C10,0x8F2E04,CStreaming::ms_numModelsRequested
0x8E2C18,0x8F2E0C,fileHandle
0x8E2C1C,0x8F2E10,CTheCarGenerators::NumOfCarGenerators
0x8E2C20,0x8F2E14,gpRocketSightTex
0x8E2C2C,0x8F2E20,CHud::m_pZoneName
0x8E2C30,0x8F2E24,CCoronas::bChangeBrightnessImmediately
0x8E2C48,0x8F2E3C,CMBlur::pFrontBuffer
0x8E2C4C,0x8F2E40,CTimer::ms_fTimeStepNonClipped
0x8E2C50,0x8F2E44,CStats::PeopleKilledByOthers
0x8E2C60,0x8F2E54,PcSaveHelper
0x8E2C8C,0x8F2E80,CBridge::pLiftRoad
0x8E2C90,0x8F2E84,CCullZones::OldCullZone
0x8E2C94,0x8F2E88,CBridge::pLiftPart
0x8E2CB4,0x8F2EA8,CTimer::ms_fTimeStep
0x8E2CB8,0x8F2EAC,TempBufferIndicesStoredReflection
0x8E2CBC,0x8F2EB0,ValidSaveName
0x8E2DC0,0x8F2FB4,CStats::TotalNumberOfUniqueJumps
0x8E2DC4,0x8F2FB8,CDraw::ms_fNearClipZ
0x8E2DC8,0x8F2FBC,gpSkidMudTex
0x8E2DD4,0x8F2FC8,CAnimManager::ms_numAnimations
0x8E2DE0,0x8F2FD4,CModelInfo::ms_vehicleModelStore
0x8F1A2C,0x901C20,CRadar::CopcarSprite
0x8F1A30,0x901C24,CVehicleModelInfo::ms_pEnvironmentMaps
0x8F1A34,0x901C28,CStreaming::ms_imageSize
0x8F1A3C,0x901C30,CRadar::LuigiSprite
0x8F1A40,0x901C34,CRadar::AsukaSprite
0x8F1A48,0x901C3C,CReplay::pPickups
0x8F1A4C,0x901C40,TempBufferIndicesStored
0x8F1A60,0x901C54,CCarCtrl::TotalNumOfCarsOfRating
0x8F1A7C,0x901C70,CHeli::TestForNewRandomHelisTimer
0x8F1A8C,0x901C80,InfoForTileCars
0x8F1AA0,0x901C94,CPlayerSkin::m_txdSlot
0x8F1AA4,0x901C98,gBuildings
0x8F1AAC,0x901CA0,CShinyTexts::NumShinyTexts
0x8F1AB0,0x901CA4,CRecordDataForGame::pDataBufferPointer
0x8F1AB8,0x901CAC,CDarkel::KillsNeeded
0x8F1ABC,0x901CB0,CSprite::m_f2DNearScreenZ
0x8F1AE4,0x901CD8,InfoForTilePeds
0x8F1AE8,0x901CDC,TempBufferVerticesStoredShattered
0x8F1AEC,0x901CE0,CRecordDataForChase::AnimStartTime
0x8F1AF4,0x901CE8,CSprite2d::mCurrentBank
0x8F1AF8,0x901CEC,CReferences::pEmptyList
0x8F1B00,0x901CF4,CSceneEdit::m_nPedmodelId
0x8F1B04,0x901CF8,gpOutline2Tex
0x8F1B08,0x901CFC,gpOutline3Tex
0x8F1B24,0x901D18,gpOutline1Tex
0x8F1B38,0x901D2C,CCarCtrl::NumLawEnforcerCars
0x8F1B3C,0x901D30,CStreaming::ms_startRequestedList
0x8F1B50,0x901D44,texLoadTime
0x8F1B54,0x901D48,CCarCtrl::NumMissionCars
0x8F1B64,0x901D58,CTheScripts::OnAMissionFlag
0x8F1B68,0x901D5C,pPathNodes
0x8F1B6C,0x901D60,CPools::ms_pAudioScriptObjectPool
0x8F1B70,0x901D64,CRecordDataForGame::pDataBuffer
0x8F1B78,0x901D6C,CRenderer::ms_nNoOfInVisibleEntities
0x8F1B7C,0x901D70,CStats::PeopleKilledByPlayer
0x8F1B80,0x901D74,CRadar::ElSprite
0x8F1B84,0x901D78,ClumpOffset
0x8F1B8C,0x901D80,CCullZones::aPointersToBigBuildingsForTreadables
0x8F2510,0x902704,CStats::KgsOfExplosivesUsed
0x8F2514,0x902708,CVisibilityPlugins::ms_pCamera
0x8F2518,0x90270C,CStats::CriminalsCaught
0x8F2520,0x902714,CWeather::InterpolationValue
0x8F2528,0x90271C,CCredits::CreditsStartTime
0x8F252C,0x902720,texNumLoaded
0x8F2530,0x902724,CGarages::MessageStartTime
0x8F254C,0x902740,CTheZones::m_pPlayersZone
0x8F2554,0x902748,CReplay::Frame
0x8F2560,0x902754,pTrackNodes_S
0x8F2564,0x902758,CCullZones::NumCullZones
0x8F2568,0x90275C,CPools::ms_pTreadablePool
0x8F256C,0x902760,CReplay::pEmptyReferences
0x8F2570,0x902764,SaveFileNameJustSaved
0x8F2674,0x902868,mod_Buoyancy
0x8F2740,0x902934,CStats::SuburbanPassed
0x8F2744,0x902938,CUserDisplay::Pager
0x8F29B8,0x902BAC,CTimeCycle::m_nCurrentSkyTopBlue
0x8F29BC,0x902BB0,CUserDisplay::PlaceName
0x8F29C8,0x902BBC,CReplay::Time4
0x8F29D0,0x902BC4,CReplay::Time2
0x8F29D4,0x902BC8,CReplay::Time3
0x8F29DC,0x902BD0,CReplay::Time1
0x8F29E0,0x902BD4,CCarCtrl::NumParkedCars
0x8F29E4,0x902BD8,CTimer::m_snPreviousTimeInMilliseconds
0x8F29EC,0x902BE0,CRadar::SalSprite
0x8F29F0,0x902BE4,CCarCtrl::NumPermanentVehicles
0x8F29F4,0x902BE8,CGarages::NumGarages
0x8F29F8,0x902BEC,CReplay::pRadarBlips
0x8F2A00,0x902BF4,gpShadowExplosionTex
0x8F2A04,0x902BF8,CStats::HighestLevelAmbulanceMission
0x8F2A08,0x902BFC,C3dMarkers::NumActiveMarkers
0x8F2A10,0x902C04,CSpecialParticleStuff::BoatFoamStart
0x8F2A1C,0x902C10,CBridge::State
0x8F2A20,0x902C14,CBridge::OldState
0x8F2A24,0x902C18,CTheScripts::MissionCleanUp
0x8F2BB8,0x902DAC,CStats::DaysPassed
0x8F2BBC,0x902DB0,CStreaming::ms_currentPedGrp
0x8F2BC4,0x902DB8,CVisibilityPlugins::ms_cullCompsDist
0x8F2BC8,0x902DBC,CTheZones::m_CurrLevel
0x8F2BCC,0x902DC0,CRadar::EightSprite
0x8F2BD0,0x902DC4,CTimeCycle::m_nCurrentSkyBottomGreen
0x8F2BD4,0x902DC8,CVisibilityPlugins::ms_pedLod0Dist
0x8F2BE0,0x902DD4,CRadar::DonSprite
0x8F2BE4,0x902DD8,NumPathNodes
0x8F2C00,0x902DF4,CRadar::JoeySprite
0x8F2C04,0x902DF8,CPools::ms_pBuildingPool
0x8F2C0C,0x902E00,CCutsceneMgr::ms_cutsceneOffset
0x8F2C18,0x902E0C,CPools::ms_pDummyPool
0x8F2C20,0x902E14,CTimer::ms_fTimeScale
0x8F2C30,0x902E24,CDraw::ms_fLODDistance
0x8F2C34,0x902E28,CReplay::pStoredCam
0x8F2C38,0x902E2C,CClouds::ms_colourBottom
0x8F2C3C,0x902E30,CPopulation::ms_nTotalCivPeds
0x8F2C5C,0x902E50,CTheCarGenerators::CurrentActiveCount
0x8F2C60,0x902E54,CPools::ms_pPedPool
0x8F2C64,0x902E58,CClock::ms_nMillisecondsPerGameMinute
0x8F2C68,0x902E5C,CRadar::KenjiSprite
0x8F2C6C,0x902E60,TotalLengthOfFlightPath
0x8F2C70,0x902E64,CBrightLights::NumBrightLights
0x8F2C74,0x902E68,CStreaming::ms_currentPedLoading
0x8F2C78,0x902E6C,CDarkel::ModelToKill
0x8F2C80,0x902E74,CStreaming::ms_numVehiclesLoaded
0x8F2C84,0x902E78,CStreaming::ms_oldSectorX
0x8F2C88,0x902E7C,CStreaming::ms_oldSectorY
0x8F2C8C,0x902E80,CStats::KillsSinceLastCheckpoint
0x8F2C90,0x902E84,gpShadowCarTex
0x8F2C94,0x902E88,CSprite::m_f2DFarScreenZ
0x8F2C98,0x902E8C,CStats::mmRain
0x8F2CA8,0x902E9C,CWaterCannons::aCannons
0x8F317C,0x903370,CFont::Details
